location,start,choice,end,session,trial,animal,date,test,passed,mapping
CSubRet3_sham--recording--+maze--15092017_9th--S7--15092017_CSubRet3_+maze_trial_9_7.set,14.84,15.68,16.6,9,7,CSubRet3,15092017,first,Y,CL-SR_1-3-no-cells.py
CSubRet3_sham--recording--+maze--15092017_9th--S7--15092017_CSubRet3_+maze_trial_9_7.set,54.04,54.92,56.16,9,7,CSubRet3,15092017,second,Y,CL-SR_1-3-no-cells.py
CSubRet3_sham--recording--+maze--15092017_9th--S8--15092017_CSubRet3_+maze_trial_9_8.set,14.04,16.44,18.34,9,8,CSubRet3,15092017,first,N,CL-SR_1-3-no-cells.py
CSubRet3_sham--recording--+maze--15092017_9th--S8--15092017_CSubRet3_+maze_trial_9_8.set,52.72,53.46,54.26,9,8,CSubRet3,15092017,second,N,CL-SR_1-3-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S1--29112017_CSubRet4_+maze_t1_1.set,17.34,18.56,20.48,1,1,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S1--29112017_CSubRet4_+maze_t1_1.set,59.84,62.12,63.5,1,1,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S2--29112017_CSubRet4_+maze_t1_2.set,22.34,27.3,32.36,1,2,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S2--29112017_CSubRet4_+maze_t1_2.set,74.9,76.2,77.58,1,2,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S3--29112017_CSubRet4_+maze_t1_3.set,12.88,14.56,18.52,1,3,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S3--29112017_CSubRet4_+maze_t1_3.set,57.7,59.16,60.86,1,3,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S4--29112017_CSubRet4_+maze_t1_4.set,30.2,31.72,33.16,1,4,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S4--29112017_CSubRet4_+maze_t1_4.set,75.98,77.38,79.3,1,4,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S5--29112017_CSubRet4_+maze_t1_5.set,13.4,16.18,19.74,1,5,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S5--29112017_CSubRet4_+maze_t1_5.set,65.52,66.54,67.82,1,5,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S6--29112017_CSubRet4_+maze_t1_6.set,19.58,22.52,23.26,1,6,CSubRet4,29112017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S6--29112017_CSubRet4_+maze_t1_6.set,62.18,66.58,68.3,1,6,CSubRet4,29112017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S7--29112017_CSubRet4_+maze_t1_7.set,16.12,17.4,21.92,1,7,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S7--29112017_CSubRet4_+maze_t1_7.set,60.32,65.48,66.72,1,7,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S8--29112017_CSubRet4_+maze_t1_8.set,30.5,33.36,37.74,1,8,CSubRet4,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--29112017_t1--S8--29112017_CSubRet4_+maze_t1_8.set,74.76,76.72,79.12,1,8,CSubRet4,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S1--30112017_CSubRet4_+maze_t2_1.set,12.64,15.2,17.18,2,1,CSubRet4,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S1--30112017_CSubRet4_+maze_t2_1.set,51.5,54.38,55.98,2,1,CSubRet4,30112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S2--30112017_CSubRet4_+maze_t2_2.set,15.54,17.6,20.66,2,2,CSubRet4,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S2--30112017_CSubRet4_+maze_t2_2.set,51.84,54.08,56.52,2,2,CSubRet4,30112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S3--30112017_CSubRet4_+maze_t2_3.set,11.38,12.98,18.24,2,3,CSubRet4,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S3--30112017_CSubRet4_+maze_t2_3.set,58.46,60.26,61.7,2,3,CSubRet4,30112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S4--30112017_CSubRet4_+maze_t2_4.set,12.8,15.74,17.44,2,4,CSubRet4,30112017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S4--30112017_CSubRet4_+maze_t2_4.set,52.16,53.26,57.38,2,4,CSubRet4,30112017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S5--30112017_CSubRet4_+maze_t2_5.set,26.24,28,29.22,2,5,CSubRet4,30112017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S5--30112017_CSubRet4_+maze_t2_5.set,75.04,76.22,78.7,2,5,CSubRet4,30112017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S6--30112017_CSubRet4_+maze_t2_6.set,13.24,15.64,21.88,2,6,CSubRet4,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S6--30112017_CSubRet4_+maze_t2_6.set,65.46,67.44,68.92,2,6,CSubRet4,30112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S7--30112017_CSubRet4_+maze_t2_7.set,15.7,19.86,21.7,2,7,CSubRet4,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S7--30112017_CSubRet4_+maze_t2_7.set,63.24,64.68,66.44,2,7,CSubRet4,30112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S8--30112017_CSubRet4_+maze_t2_8.set,45.66,49.26,50.8,2,8,CSubRet4,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--30112017_t2--S8--30112017_CSubRet4_+maze_t2_8.set,79.5,80.46,81.84,2,8,CSubRet4,30112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S1--01122017_CSubRet4_+maze_t3_1.set,18.8,21.98,24.64,3,1,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S1--01122017_CSubRet4_+maze_t3_1.set,69.16,70.4,72.08,3,1,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S2--01122017_CSubRet4_+maze_t3_2.set,24.4,26.2,27.42,3,2,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S2--01122017_CSubRet4_+maze_t3_2.set,92.84,94.38,96.62,3,2,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S3--01122017_CSubRet4_+maze_t3_3.set,17.28,19.64,22.8,3,3,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S3--01122017_CSubRet4_+maze_t3_3.set,71.26,72.46,73.74,3,3,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S4--01122017_CSubRet4_+maze_t3_4.set,9.62,11.32,12.5,3,4,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S4--01122017_CSubRet4_+maze_t3_4.set,45.98,47.34,48.42,3,4,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S5--01122017_CSubRet4_+maze_t3_5.set,10.04,11.16,12.08,3,5,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S5--01122017_CSubRet4_+maze_t3_5.set,49.02,50.14,54.88,3,5,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S6--01122017_CSubRet4_+maze_t3_6.set,11.58,27.9,31.3,3,6,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S6--01122017_CSubRet4_+maze_t3_6.set,74.78,76.54,77.86,3,6,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S7--01122017_CSubRet4_+maze_t3_7.set,25.66,28.84,29.86,3,7,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S7--01122017_CSubRet4_+maze_t3_7.set,70.94,72.46,74.12,3,7,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S8--01122017_CSubRet4_+maze_t3_8.set,21.72,25.06,26.28,3,8,CSubRet4,1122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--01122017_t3--S8--01122017_CSubRet4_+maze_t3_8.set,61.22,63.6,64.4,3,8,CSubRet4,1122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S1--04122017_CSubRet4_+maze_t4_1.set,17.46,20.72,24.1,4,1,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S1--04122017_CSubRet4_+maze_t4_1.set,75.44,76.52,79.44,4,1,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S2--04122017_CSubRet4_+maze_t4_2.set,22.98,24.2,27.08,4,2,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S2--04122017_CSubRet4_+maze_t4_2.set,70.92,71.86,73.84,4,2,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S3--04122017_CSubRet4_+maze_t4_3.set,14.88,17.34,20.8,4,3,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S3--04122017_CSubRet4_+maze_t4_3.set,59.62,61.22,63.4,4,3,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S4--04122017_CSubRet4_+maze_t4_4.set,12.76,14.46,16,4,4,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S4--04122017_CSubRet4_+maze_t4_4.set,66.92,68.72,69.98,4,4,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S5--04122017_CSubRet4_+maze_t4_5.set,16.38,21.18,24.74,4,5,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S5--04122017_CSubRet4_+maze_t4_5.set,64.22,68.42,70.66,4,5,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S6--04122017_CSubRet4_+maze_t4_6.set,9.76,13.18,17.4,4,6,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S6--04122017_CSubRet4_+maze_t4_6.set,49.9,52.84,54.44,4,6,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S7--04122017_CSubRet4_+maze_t4_7.set,27.06,31.04,32.42,4,7,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S7--04122017_CSubRet4_+maze_t4_7.set,68.2,69.32,70.68,4,7,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S8--04122017_CSubRet4_+maze_t4_8.set,17.34,19.76,22.24,4,8,CSubRet4,4122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--04122017_t4--S8--04122017_CSubRet4_+maze_t4_8.set,64.9,67.48,69.16,4,8,CSubRet4,4122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S1--05122017_CSubRet4_+maze_t5_1.set,18.68,21.76,25.76,5,1,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S1--05122017_CSubRet4_+maze_t5_1.set,80.12,82.22,84.24,5,1,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S2--05122017_CSubRet4_+maze_t5_2.set,11.32,17.22,18.78,5,2,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S2--05122017_CSubRet4_+maze_t5_2.set,63.6,65.8,67.24,5,2,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S3--05122017_CSubRet4_+maze_t5_3.set,12.64,13.76,21.24,5,3,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S3--05122017_CSubRet4_+maze_t5_3.set,56.26,58.18,61.1,5,3,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S4--05122017_CSubRet4_+maze_t5_4.set,13.56,15,18.58,5,4,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S4--05122017_CSubRet4_+maze_t5_4.set,63.96,68.32,69.34,5,4,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S5--05122017_CSubRet4_+maze_t5_5.set,21.14,22.78,24.1,5,5,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S5--05122017_CSubRet4_+maze_t5_5.set,60.12,62.3,64.22,5,5,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S6--05122017_CSubRet4_+maze_t5_6.set,25.4,27.52,30.44,5,6,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S6--05122017_CSubRet4_+maze_t5_6.set,88.66,91.12,94.74,5,6,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S7--05122017_CSubRet4_+maze_t5_7.set,10.8,16.32,18.72,5,7,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S7--05122017_CSubRet4_+maze_t5_7.set,55.68,57,58.38,5,7,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S8--05122017_CSubRet4_+maze_t5_8.set,9.94,11.06,12.48,5,8,CSubRet4,5122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--05122017_t5--S8--05122017_CSubRet4_+maze_t5_8.set,49.4,51.78,53.6,5,8,CSubRet4,5122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S1--06122017_CSubRet4_+maze_t6_1.set,15.96,17.66,19.54,6,1,CSubRet4,6122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S1--06122017_CSubRet4_+maze_t6_1.set,56.26,57.56,58.58,6,1,CSubRet4,6122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S2--06122017_CSubRet4_+maze_t6_2.set,11.16,13.66,16.64,6,2,CSubRet4,6122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S2--06122017_CSubRet4_+maze_t6_2.set,60.64,62.28,64.84,6,2,CSubRet4,6122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S3--06122017_CSubRet4_+maze_t6_3.set,20.32,24,25.8,6,3,CSubRet4,6122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S3--06122017_CSubRet4_+maze_t6_3.set,71.6,72.52,73.46,6,3,CSubRet4,6122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S4--06122017_CSubRet4_+maze_t6_4.set,11.38,13.08,13.94,6,4,CSubRet4,6122017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S4--06122017_CSubRet4_+maze_t6_4.set,53.7,56.02,60.6,6,4,CSubRet4,6122017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S5--06122017_CSubRet4_+maze_t6_5.set,10.42,27.28,29.46,6,5,CSubRet4,6122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S5--06122017_CSubRet4_+maze_t6_5.set,64.12,66.18,67.14,6,5,CSubRet4,6122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S6--06122017_CSubRet4_+maze_t6_6.set,9.98,11.96,16.7,6,6,CSubRet4,6122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S6--06122017_CSubRet4_+maze_t6_6.set,51.9,54.18,55.94,6,6,CSubRet4,6122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S7--06122017_CSubRet4_+maze_t6_7.set,31.84,36.4,38.7,6,7,CSubRet4,6122017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S7--06122017_CSubRet4_+maze_t6_7.set,64.64,65.96,67.46,6,7,CSubRet4,6122017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S8--06122017_CSubRet4_+maze_t6_8.set,13.52,16.98,19.04,6,8,CSubRet4,6122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--06122017_t6--S8--06122017_CSubRet4_+maze_t6_8.set,48.76,52.54,53.7,6,8,CSubRet4,6122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S1--07122017_CSubRet4_+maze_t7_1.set,21.72,29.4,30.82,7,1,CSubRet4,7122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S1--07122017_CSubRet4_+maze_t7_1.set,78.62,79.78,80.84,7,1,CSubRet4,7122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S2--07122017_CSubRet4_+maze_t7_2.set,5.88,7.26,9.82,7,2,CSubRet4,7122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S2--07122017_CSubRet4_+maze_t7_2.set,58.94,59.94,61.96,7,2,CSubRet4,7122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S3--07122017_CSubRet4_+maze_t7_3.set,5.66,6.86,9.58,7,3,CSubRet4,7122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S3--07122017_CSubRet4_+maze_t7_3.set,43.42,44.38,45.92,7,3,CSubRet4,7122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S4--07122017_CSubRet4_+maze_t7_4.set,23.74,25.46,27.42,7,4,CSubRet4,7122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S4--07122017_CSubRet4_+maze_t7_4.set,52.92,55.48,56.38,7,4,CSubRet4,7122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S5--07122017_CSubRet4_+maze_t7_5.set,13.66,15.2,16.8,7,5,CSubRet4,7122017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S5--07122017_CSubRet4_+maze_t7_5.set,52.36,54.18,55.4,7,5,CSubRet4,7122017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S6--07122017_CSubRet4_+maze_t7_6.set,6.04,9.04,10.32,7,6,CSubRet4,7122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S6--07122017_CSubRet4_+maze_t7_6.set,35.26,36.92,37.82,7,6,CSubRet4,7122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S7--07122017_CSubRet4_+maze_t7_7.set,18.66,21.5,22.68,7,7,CSubRet4,7122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--07122017_t7--S7--07122017_CSubRet4_+maze_t7_7.set,63.38,64.84,65.74,7,7,CSubRet4,7122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S1--08122017_CSubRet4_+maze_t8_1.set,8.18,17.34,18.68,8,1,CSubRet4,8122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S1--08122017_CSubRet4_+maze_t8_1.set,56.04,57.1,57.96,8,1,CSubRet4,8122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S2--08122017_CSubRet4_+maze_t8_2.set,33.08,37.86,41.44,8,2,CSubRet4,8122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S2--08122017_CSubRet4_+maze_t8_2.set,94.8,95.82,96.48,8,2,CSubRet4,8122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S3--08122017_CSubRet4_+maze_t8_3.set,23.44,25.04,26.02,8,3,CSubRet4,8122017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S3--08122017_CSubRet4_+maze_t8_3.set,73.08,74.12,75.36,8,3,CSubRet4,8122017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S4--08122017_CSubRet4_+maze_t8_4.set,6.48,9.26,10.08,8,4,CSubRet4,8122017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S4--08122017_CSubRet4_+maze_t8_4.set,39.62,42.74,44.02,8,4,CSubRet4,8122017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S5--08122017_CSubRet4_+maze_t8_5.set,13.98,17.22,18.18,8,5,CSubRet4,8122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S5--08122017_CSubRet4_+maze_t8_5.set,64.62,66.68,67.34,8,5,CSubRet4,8122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S6--08122017_CSubRet4_+maze_t8_6.set,6.1,7.26,8.38,8,6,CSubRet4,8122017,first,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S6--08122017_CSubRet4_+maze_t8_6.set,42.02,43.2,44.36,8,6,CSubRet4,8122017,second,N,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S8--08122017_CSubRet4_+maze_t8_8.set,19.36,22.46,24.9,8,8,CSubRet4,8122017,first,Y,CL-SR_4-6-no-cells.py
CSubRet4--recording--+maze--08122017_t8--S8--08122017_CSubRet4_+maze_t8_8.set,92.92,94.64,96.2,8,8,CSubRet4,8122017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S1--29112017_CSubRet5_+maze_t1_1.set,10.38,11.82,15.2,1,1,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S1--29112017_CSubRet5_+maze_t1_1.set,57.78,60.42,61.56,1,1,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S2--29112017_CSubRet5_+maze_t1_2.set,21.52,22.82,24.06,1,2,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S2--29112017_CSubRet5_+maze_t1_2.set,59.86,61.02,61.98,1,2,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S3--29112017_CSubRet5_+maze_t1_3.set,14.24,20.92,23.2,1,3,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S3--29112017_CSubRet5_+maze_t1_3.set,63.24,64.26,65.12,1,3,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S4--29112017_CSubRet5_+maze_t1_4.set,9.92,11.44,14.9,1,4,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S4--29112017_CSubRet5_+maze_t1_4.set,46.76,48.7,51.34,1,4,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S5--29112017_CSubRet5_+maze_t1_5.set,37.98,39.3,40.78,1,5,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S5--29112017_CSubRet5_+maze_t1_5.set,76.36,77.28,78.96,1,5,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S6--29112017_CSubRet5_+maze_t1_6.set,16.38,17.44,20.92,1,6,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S6--29112017_CSubRet5_+maze_t1_6.set,61.32,62.22,63.02,1,6,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S7--29112017_CSubRet5_+maze_t1_7.set,22.14,23.74,24.9,1,7,CSubRet5,29112017,first,N,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S7--29112017_CSubRet5_+maze_t1_7.set,78.9,80.18,81.62,1,7,CSubRet5,29112017,second,N,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S8--29112017_CSubRet5_+maze_t1_8.set,20.8,23.96,27.4,1,8,CSubRet5,29112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--29112017_t1--S8--29112017_CSubRet5_+maze_t1_8.set,63.34,66.18,67.4,1,8,CSubRet5,29112017,second,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--30112017_t2--S1--30112017_CSubRet5_+maze_t2_1.set,25.46,27.74,31.42,2,1,CSubRet5,30112017,first,Y,CL-SR_4-6-no-cells.py
CSubRet5_sham--recording--+ maze--30112017_t2--S1--30112017_CSubRet5_+maze_t2_1.set,69.26,70.48,71.76,2,1,CSubRet5,30112017,second,Y,CL-SR_4-6-no-cells.py
